date,open,high,low,close,adj_close,volume
2019-01-02,3.369999885559082,3.4200000762939453,3.319999933242798,3.3499999046325684,3.3499999046325684,68100
2019-01-03,3.3299999237060547,3.3399999141693115,3.2200000286102295,3.2200000286102295,3.2200000286102295,6300
2019-01-04,3.2300000190734863,3.369999885559082,3.2300000190734863,3.2899999618530273,3.2899999618530273,32700
2019-01-07,3.3299999237060547,3.369999885559082,3.2899999618530273,3.3299999237060547,3.3299999237060547,39900
2019-01-08,3.3299999237060547,3.4700000286102295,3.3299999237060547,3.4200000762939453,3.4200000762939453,37600
2019-01-09,3.440000057220459,3.549999952316284,3.4000000953674316,3.5199999809265137,3.5199999809265137,35200
2019-01-10,3.509999990463257,3.509999990463257,3.4000000953674316,3.4000000953674316,3.4000000953674316,33500
2019-01-11,3.5999999046325684,3.5999999046325684,3.380000114440918,3.380000114440918,3.380000114440918,15300
2019-01-14,3.4100000858306885,3.450000047683716,3.240000009536743,3.2699999809265137,3.2699999809265137,38600
2019-01-15,3.299999952316284,3.4600000381469727,3.299999952316284,3.3299999237060547,3.3299999237060547,56800
2019-01-16,3.359999895095825,3.490000009536743,3.309999942779541,3.4000000953674316,3.4000000953674316,41700
2019-01-17,3.440000057220459,3.4800000190734863,3.4000000953674316,3.4200000762939453,3.4200000762939453,32300
2019-01-18,3.450000047683716,3.5,3.4200000762939453,3.4200000762939453,3.4200000762939453,36100
2019-01-22,3.390000104904175,3.5399999618530273,3.369999885559082,3.430000066757202,3.430000066757202,43600
2019-01-23,3.4700000286102295,3.5,3.4200000762939453,3.450000047683716,3.450000047683716,22800
2019-01-24,3.440000057220459,3.5199999809265137,3.390000104904175,3.4000000953674316,3.4000000953674316,17700
2019-01-25,3.450000047683716,3.490000009536743,3.4100000858306885,3.4100000858306885,3.4100000858306885,20500
2019-01-28,3.4100000858306885,3.5,3.390000104904175,3.4600000381469727,3.4600000381469727,27000
2019-01-29,3.450000047683716,3.4600000381469727,3.3299999237060547,3.3399999141693115,3.3399999141693115,30200
2019-01-30,3.369999885559082,3.4200000762939453,3.3299999237060547,3.369999885559082,3.369999885559082,17400
2019-01-31,3.380000114440918,3.4700000286102295,3.309999942779541,3.4200000762939453,3.4200000762939453,25600
2019-02-01,3.3399999141693115,3.440000057220459,3.3399999141693115,3.3399999141693115,3.3399999141693115,25900
2019-02-04,3.369999885559082,3.430000066757202,3.25,3.319999933242798,3.319999933242798,16300
2019-02-05,3.3299999237060547,3.3399999141693115,3.2899999618530273,3.2899999618530273,3.2899999618530273,27900
2019-02-06,3.2799999713897705,3.309999942779541,3.259999990463257,3.2799999713897705,3.2799999713897705,6800
2019-02-07,3.25,3.2799999713897705,3.1600000858306885,3.1700000762939453,3.1700000762939453,39800
2019-02-08,3.2100000381469727,3.3499999046325684,3.1600000858306885,3.1700000762939453,3.1700000762939453,15800
2019-02-11,3.240000009536743,3.319999933242798,3.1500000953674316,3.240000009536743,3.240000009536743,14500
2019-02-12,3.2200000286102295,3.2300000190734863,3.109999895095825,3.1700000762939453,3.1700000762939453,55200
2019-02-13,3.180000066757202,3.2300000190734863,3.1500000953674316,3.2200000286102295,3.2200000286102295,23600
2019-02-14,3.180000066757202,3.2699999809265137,3.180000066757202,3.2200000286102295,3.2200000286102295,21300
2019-02-15,3.259999990463257,3.2799999713897705,3.180000066757202,3.2100000381469727,3.2100000381469727,53200
2019-02-19,3.1600000858306885,3.2200000286102295,3.1600000858306885,3.1700000762939453,3.1700000762939453,48500
2019-02-20,3.119999885559082,3.200000047683716,3.119999885559082,3.119999885559082,3.119999885559082,30800
2019-02-21,3.140000104904175,3.1500000953674316,3.0299999713897705,3.0799999237060547,3.0799999237060547,44500
2019-02-22,3.0999999046325684,3.200000047683716,3.059999942779541,3.109999895095825,3.109999895095825,79800
2019-02-25,3.140000104904175,3.2200000286102295,3.0999999046325684,3.2100000381469727,3.2100000381469727,55000
2019-02-26,3.200000047683716,3.2200000286102295,3.1600000858306885,3.180000066757202,3.180000066757202,16100
2019-02-27,3.200000047683716,3.309999942779541,3.200000047683716,3.299999952316284,3.299999952316284,36600
2019-02-28,3.2699999809265137,3.2899999618530273,3.200000047683716,3.2100000381469727,3.2100000381469727,20900
2019-03-01,3.25,3.369999885559082,3.2100000381469727,3.369999885559082,3.369999885559082,48500
2019-03-04,3.75,4.139999866485596,3.7200000286102295,3.930000066757202,3.930000066757202,655600
2019-03-05,3.9100000858306885,4.0,3.819999933242798,3.890000104904175,3.890000104904175,106400
2019-03-06,3.8499999046325684,3.930000066757202,3.8299999237060547,3.8299999237060547,3.8299999237060547,62700
